Set_value	Mon_value	Metex	Std
717.400000	731.554540	0.071710	0.007199
714.000000	714.000020	0.013380	0.003680
714.100000	714.099980	0.012020	0.003643
714.200000	714.199970	0.017940	0.004978
714.300000	714.299960	0.019970	0.002370
714.400000	714.399960	0.025340	0.001452
714.500000	714.499960	0.019570	0.002999
714.600000	714.599980	0.020330	0.005519
714.700000	714.699950	0.019290	0.004303
714.800000	714.799970	0.021140	0.005312
714.900000	714.899960	0.019110	0.002548
715.000000	714.999980	0.026090	0.004179
715.100000	715.099930	0.020130	0.002238
715.200000	715.199960	0.025180	0.003055
715.300000	715.299960	0.022150	0.003292
715.400000	715.399960	0.016480	0.002327
715.500000	715.499980	0.014220	0.002705
715.600000	715.599980	0.022690	0.002436
715.700000	715.699970	0.016160	0.002768
715.800000	715.799980	0.020580	0.003135
715.900000	715.899960	0.019170	0.002918
716.000000	715.999970	0.021130	0.004727
716.100000	716.099980	0.017870	0.004794
716.200000	716.199990	0.021990	0.002718
716.300000	716.299960	0.014630	0.003601
716.400000	716.399980	0.020580	0.004391
716.500000	716.499980	0.013600	0.001525
716.600000	716.599950	0.022490	0.005558
716.700000	716.699980	0.022330	0.003660
716.800000	716.799960	0.018540	0.001687
716.900000	716.899980	0.021240	0.002016
717.000000	716.999960	0.017760	0.002245
717.100000	717.099980	0.016730	0.002156
717.200000	717.199950	0.021570	0.003818
717.300000	717.299980	0.021840	0.004552
717.400000	717.399990	0.020730	0.003632
717.500000	717.499950	0.020430	0.002930
717.600000	717.599970	0.016710	0.003707
717.700000	717.699990	0.027320	0.004031
717.800000	717.799940	0.021620	0.004073
717.900000	717.899990	0.026560	0.004392
718.000000	717.999950	0.020750	0.002343
718.100000	718.099980	0.022170	0.001834
718.200000	718.199990	0.021880	0.002928
718.300000	718.299970	0.019190	0.001905
718.400000	718.399970	0.023870	0.002999
718.500000	718.499990	0.017980	0.003205
718.600000	718.599950	0.020910	0.003070
718.700000	718.699950	0.017810	0.003019
718.800000	718.799960	0.016810	0.003710
718.900000	718.899960	0.016130	0.003060
719.000000	718.999970	0.014280	0.003794
719.100000	719.099960	0.015230	0.003203
719.200000	719.199960	0.019150	0.004761
719.300000	719.299970	0.020500	0.003174
719.400000	719.399980	0.018140	0.002483
719.500000	719.499960	0.020530	0.004198
719.600000	719.599950	0.026110	0.003095
719.700000	719.699960	0.026380	0.002036
719.800000	719.799950	0.022380	0.005357
719.900000	719.899950	0.022720	0.004118
720.000000	719.999940	0.020030	0.004322
720.100000	720.099980	0.020570	0.003229
720.200000	720.199990	0.025290	0.003165
720.300000	720.299980	0.016420	0.004047
720.400000	720.399970	0.024840	0.003938
720.500000	720.499980	0.021280	0.006122
720.600000	720.599980	0.034570	0.004992
720.700000	720.699990	0.022330	0.001183
720.800000	720.799980	0.018230	0.002525
720.900000	720.899990	0.019310	0.006324
721.000000	720.999980	0.025440	0.004650
721.100000	721.099990	0.020380	0.004045
721.200000	721.199960	0.026100	0.003349
721.300000	721.299950	0.020870	0.003304
721.400000	721.399970	0.023910	0.003427
721.500000	721.499960	0.028760	0.007361
721.600000	721.599960	0.024840	0.004171
721.700000	721.699960	0.028330	0.003303
721.800000	721.799980	0.034590	0.003819
721.900000	721.899960	0.028060	0.003988
722.000000	721.999990	0.027800	0.003853
722.100000	722.099980	0.029990	0.003285
722.200000	722.199980	0.036640	0.003153
722.300000	722.299970	0.026930	0.007174
722.400000	722.399970	0.034410	0.005656
722.500000	722.499970	0.030790	0.004119
722.600000	722.599980	0.029810	0.002676
722.700000	722.699970	0.032420	0.005575
722.800000	722.799970	0.029010	0.005955
722.900000	722.899970	0.034340	0.004342
723.000000	722.999950	0.032170	0.003483
723.100000	723.099960	0.032720	0.003203
723.200000	723.199950	0.033360	0.005259
723.300000	723.299960	0.035760	0.005246
723.400000	723.399950	0.030900	0.006775
723.500000	723.499990	0.040590	0.007401
723.600000	723.599980	0.028280	0.004571
723.700000	723.699990	0.027610	0.003959
723.800000	723.799960	0.036750	0.005919
723.900000	723.899970	0.041010	0.008185
724.000000	723.999980	0.054180	0.013609
724.100000	724.099980	0.040120	0.007230
724.200000	724.199990	0.058960	0.012071
724.300000	724.299940	0.056290	0.010834
724.400000	724.399970	0.066540	0.011203
724.500000	724.499970	0.062790	0.007335
724.600000	724.599950	0.071670	0.009832
724.700000	724.699970	0.085780	0.004920
724.800000	724.799980	0.069930	0.009415
724.900000	724.899960	0.075200	0.012863
725.000000	724.999980	0.068290	0.006811
725.100000	725.099980	0.111410	0.020211
725.200000	725.199970	0.098530	0.009765
725.300000	725.299980	0.089280	0.010023
725.400000	725.399990	0.098510	0.013146
725.500000	725.499950	0.073390	0.004426
725.600000	725.599970	0.086180	0.011212
725.700000	725.699980	0.074070	0.007808
725.800000	725.799960	0.092060	0.016654
725.900000	725.899960	0.080860	0.006932
726.000000	725.999970	0.082190	0.009409
726.100000	726.099950	0.084280	0.019967
726.200000	726.199970	0.082200	0.008563
726.300000	726.299960	0.088530	0.009618
726.400000	726.399970	0.087730	0.009773
726.500000	726.499980	0.100680	0.016461
726.600000	726.599950	0.084920	0.006644
726.700000	726.699980	0.096070	0.020180
726.800000	726.799990	0.110770	0.014435
726.900000	726.899970	0.121350	0.012490
727.000000	726.999960	0.106180	0.010217
727.100000	727.099980	0.109540	0.007449
727.200000	727.199960	0.124800	0.018170
727.300000	727.299970	0.103550	0.007838
727.400000	727.399990	0.092780	0.015203
727.500000	727.499930	0.078600	0.019330
727.600000	727.599970	0.095060	0.010054
727.700000	727.699980	0.074510	0.014191
727.800000	727.799940	0.077860	0.012103
727.900000	727.899970	0.066400	0.004973
728.000000	727.999980	0.058340	0.008103
728.100000	728.099990	0.064880	0.016147
728.200000	728.199970	0.045430	0.004613
728.300000	728.299980	0.055600	0.007602
728.400000	728.399980	0.046140	0.006826
728.500000	728.499960	0.061020	0.007621
728.600000	728.599970	0.061730	0.008069
728.700000	728.699980	0.060380	0.007419
728.800000	728.799960	0.053560	0.009854
728.900000	728.899970	0.067140	0.006696
729.000000	728.999990	0.068770	0.010578
729.100000	729.099980	0.051010	0.008956
729.200000	729.199980	0.083450	0.010060
729.300000	729.299950	0.064930	0.008594
729.400000	729.399990	0.054620	0.005926
729.500000	729.499980	0.079100	0.013401
729.600000	729.599950	0.073450	0.012497
729.700000	729.699970	0.078520	0.010919
729.800000	729.799960	0.076700	0.009164
729.900000	729.899980	0.075650	0.019433
730.000000	729.999990	0.078200	0.007883
730.100000	730.099960	0.080800	0.010310
730.200000	730.199980	0.071870	0.013204
730.300000	730.299990	0.071750	0.008840
730.400000	730.399960	0.087060	0.017192
730.500000	730.499980	0.064220	0.006487
730.600000	730.599990	0.068770	0.013454
730.700000	730.699970	0.062330	0.007869
730.800000	730.799980	0.069050	0.005769
730.900000	730.899960	0.064230	0.008863
731.000000	730.999970	0.063350	0.006407
731.100000	731.099990	0.080310	0.008448
731.200000	731.199950	0.066780	0.004877
731.300000	731.299970	0.089540	0.009149
731.400000	731.399990	0.090260	0.011679
731.500000	731.499990	0.087650	0.007633
731.600000	731.599960	0.103180	0.013877
731.700000	731.699980	0.112760	0.020350
731.800000	731.799990	0.140310	0.009844
731.900000	731.899980	0.103090	0.017545
732.000000	731.999980	0.109380	0.013801
732.100000	732.099990	0.098470	0.007717
732.200000	732.199950	0.107700	0.014405
732.300000	732.299970	0.113120	0.017081
732.400000	732.399980	0.099330	0.009135
732.500000	732.499980	0.100320	0.009456
732.600000	732.599950	0.087720	0.005205
732.700000	732.699980	0.073050	0.012631
732.800000	732.799980	0.102090	0.010167
732.900000	732.899950	0.098320	0.021014
733.000000	732.999970	0.081220	0.007757
733.100000	733.099980	0.086440	0.014129
733.200000	733.199980	0.093840	0.009938
733.300000	733.299990	0.082960	0.010017
733.400000	733.399950	0.079880	0.006184
733.500000	733.499970	0.081590	0.008085
733.600000	733.599980	0.075190	0.011830
733.700000	733.699950	0.102240	0.016274
733.800000	733.799980	0.087520	0.011953
733.900000	733.899950	0.102020	0.010083
734.000000	733.999980	0.118950	0.012326
734.100000	734.099990	0.104810	0.015756
734.200000	734.199950	0.088040	0.012258
734.300000	734.299980	0.100420	0.012324
734.400000	734.399950	0.103820	0.013891
734.500000	734.499990	0.101930	0.011320
734.600000	734.599930	0.106020	0.009723
734.700000	734.699960	0.111200	0.012577
734.800000	734.799980	0.129870	0.017877
734.900000	734.899980	0.128860	0.017898
735.000000	734.999960	0.107370	0.012401
735.100000	735.099980	0.127690	0.011323
735.200000	735.199980	0.116530	0.015665
735.300000	735.299970	0.099430	0.016425
735.400000	735.399960	0.086050	0.005490
735.500000	735.499980	0.122550	0.009040
735.600000	735.599960	0.113120	0.010480
735.700000	735.699980	0.122470	0.008205
735.800000	735.799990	0.122410	0.019882
735.900000	735.899960	0.134930	0.023186
736.000000	735.999990	0.118850	0.020366
736.100000	736.099990	0.115690	0.018809
736.200000	736.199960	0.156650	0.019268
736.300000	736.299990	0.118450	0.027402
736.400000	736.399960	0.169070	0.010860
736.500000	736.499980	0.138200	0.018800
736.600000	736.599980	0.150540	0.010545
736.700000	736.699970	0.167420	0.015433
736.800000	736.800000	0.152700	0.018749
736.900000	736.899970	0.158170	0.014212
737.000000	736.999990	0.139930	0.026563
737.100000	737.099980	0.156880	0.027253
737.200000	737.199970	0.160910	0.014099
737.300000	737.299970	0.138980	0.013870
737.400000	737.399980	0.136920	0.018312
737.500000	737.499960	0.147160	0.032915
737.600000	737.599970	0.101380	0.017315
737.700000	737.699940	0.128610	0.015074
737.800000	737.799980	0.130690	0.010373
737.900000	737.899980	0.124300	0.010629
738.000000	737.999940	0.120770	0.009929
738.100000	738.099980	0.086280	0.006790
738.200000	738.199970	0.108320	0.004551
738.300000	738.299980	0.119890	0.009241
738.400000	738.399990	0.090420	0.015927
738.500000	738.499970	0.128050	0.022801
738.600000	738.599970	0.098760	0.010487
738.700000	738.699980	0.095570	0.011635
738.800000	738.799970	0.102510	0.013442
738.900000	738.899970	0.094380	0.008069
739.000000	738.999980	0.098360	0.018569
739.100000	739.099970	0.084490	0.013570
739.200000	739.199980	0.095930	0.006827
739.300000	739.299950	0.099580	0.008103
739.400000	739.399980	0.096920	0.010318
739.500000	739.499980	0.076140	0.007575
739.600000	739.599950	0.086980	0.010345
739.700000	739.699970	0.076860	0.006795
739.800000	739.799980	0.080630	0.006434
739.900000	739.899960	0.082880	0.015980
740.000000	739.999960	0.071890	0.013037
740.100000	740.099980	0.072010	0.016015
740.200000	740.199950	0.088990	0.005890
740.300000	740.299960	0.072850	0.006575
740.400000	740.399980	0.069320	0.010982
740.500000	740.499960	0.078210	0.021135
740.600000	740.599960	0.076870	0.014343
740.700000	740.699970	0.065340	0.005139
740.800000	740.799980	0.058920	0.012499
740.900000	740.899940	0.072880	0.006497
741.000000	740.999980	0.072980	0.007651
741.100000	741.099960	0.067020	0.012375
741.200000	741.199980	0.068850	0.007725
741.300000	741.299930	0.087090	0.010390
741.400000	741.399940	0.089780	0.011722
741.500000	741.499960	0.089910	0.011160
741.600000	741.599970	0.100590	0.010575
741.700000	741.699990	0.115370	0.019597
741.800000	741.799960	0.106600	0.009930
741.900000	741.899970	0.078920	0.008401
742.000000	741.999960	0.112960	0.010802
742.100000	742.099970	0.103860	0.009820
742.200000	742.199990	0.095150	0.014854
742.300000	742.299960	0.095860	0.008554
742.400000	742.399980	0.101110	0.008516
742.500000	742.499980	0.075920	0.006613
742.600000	742.599990	0.086430	0.007115
742.700000	742.699940	0.093120	0.012873
742.800000	742.799980	0.077410	0.017814
742.900000	742.899980	0.108390	0.010094
743.000000	742.999970	0.070470	0.005966
743.100000	743.099970	0.089150	0.013842
743.200000	743.199990	0.105540	0.008904
743.300000	743.299950	0.090900	0.006034
743.400000	743.399970	0.097380	0.007460
743.500000	743.499940	0.097550	0.012170
743.600000	743.599970	0.102640	0.010539
743.700000	743.699980	0.115770	0.010364
743.800000	743.799960	0.107860	0.016302
743.900000	743.899980	0.112150	0.010464
744.000000	743.999960	0.134690	0.017977
744.100000	744.099970	0.119600	0.013627
744.200000	744.199960	0.141170	0.018399
744.300000	744.299970	0.189100	0.016620
744.400000	744.399940	0.144750	0.016864
744.500000	744.499970	0.185540	0.029477
744.600000	744.599980	0.167260	0.022275
744.700000	744.699950	0.172360	0.010971
744.800000	744.799980	0.225130	0.028908
744.900000	744.899960	0.210600	0.019186
745.000000	744.999980	0.204760	0.018091
745.100000	745.099950	0.185330	0.013288
745.200000	745.199980	0.194320	0.020226
745.300000	745.299960	0.175140	0.017741
745.400000	745.399980	0.194280	0.018745
745.500000	745.499990	0.174370	0.025667
745.600000	745.599980	0.203900	0.022949
745.700000	745.699980	0.190660	0.024464
745.800000	745.799980	0.192600	0.020456
745.900000	745.899990	0.200110	0.011085
746.000000	745.999950	0.209380	0.016150
746.100000	746.099970	0.206900	0.030856
746.200000	746.199980	0.200570	0.007222
746.300000	746.299980	0.226590	0.032755
746.400000	746.399980	0.215240	0.014362
746.500000	746.499960	0.267070	0.025107
746.600000	746.599980	0.254420	0.024417
746.700000	746.700000	0.245520	0.012843
746.800000	746.799970	0.269640	0.022889
746.900000	746.899980	0.287850	0.017950
747.000000	746.999980	0.281080	0.019953
747.100000	747.099950	0.239160	0.020222
747.200000	747.199960	0.291400	0.020521
747.300000	747.299970	0.338180	0.040044
747.400000	747.399960	0.279020	0.022165
747.500000	747.499980	0.270070	0.013524
747.600000	747.599960	0.285520	0.009222
747.700000	747.699990	0.262810	0.011691
747.800000	747.799950	0.326140	0.026506
747.900000	747.899980	0.297280	0.008039
748.000000	747.999980	0.251560	0.008900
748.100000	748.099960	0.275790	0.026610
748.200000	748.199970	0.291600	0.037066
748.300000	748.299990	0.293830	0.023933
748.400000	748.399980	0.313850	0.015899
748.500000	748.499960	0.330990	0.023568
748.600000	748.599980	0.286060	0.022289
748.700000	748.699930	0.235070	0.028383
748.800000	748.799970	0.290110	0.023732
748.900000	748.899980	0.326390	0.040299
749.000000	748.999970	0.350030	0.025735
749.100000	749.099940	0.303740	0.039214
749.200000	749.199980	0.292150	0.016217
749.300000	749.299990	0.322050	0.029635
749.400000	749.399960	0.289830	0.013531
749.500000	749.499980	0.301120	0.024494
749.600000	749.599980	0.311610	0.024884
749.700000	749.699960	0.294790	0.027284
749.800000	749.799980	0.297160	0.015494
749.900000	749.899980	0.305580	0.029728
750.000000	749.999960	0.311360	0.014087
750.100000	750.099970	0.321820	0.020054
750.200000	750.199980	0.289310	0.030877
750.300000	750.299960	0.299560	0.008011
750.400000	750.399980	0.298830	0.029790
750.500000	750.499960	0.281330	0.012403
750.600000	750.599960	0.305340	0.030996
750.700000	750.699940	0.265450	0.023632
750.800000	750.799970	0.287540	0.030028
750.900000	750.899980	0.304160	0.017820
751.000000	750.999970	0.308320	0.025719
751.100000	751.100000	0.308870	0.026565
751.200000	751.199950	0.255530	0.023525
751.300000	751.299970	0.345350	0.018662
751.400000	751.399980	0.341080	0.015987
751.500000	751.499940	0.321430	0.027962
751.600000	751.599960	0.336450	0.013541
751.700000	751.699980	0.347110	0.021624
751.800000	751.799990	0.322710	0.044756
751.900000	751.899980	0.276910	0.011282
752.000000	751.999980	0.279720	0.027811
752.100000	752.099940	0.325560	0.017899
752.200000	752.199970	0.273920	0.015128
752.300000	752.299990	0.284420	0.017584
752.400000	752.399960	0.324470	0.012505
752.500000	752.499970	0.323610	0.032383
752.600000	752.599940	0.339460	0.022640
752.700000	752.699970	0.335470	0.019321
752.800000	752.799980	0.302950	0.015369
752.900000	752.899950	0.333260	0.026679
753.000000	752.999970	0.265320	0.020008
753.100000	753.099990	0.328420	0.028435
753.200000	753.199970	0.304860	0.017381
753.300000	753.299980	0.320080	0.024856
753.400000	753.399990	0.300160	0.026330
753.500000	753.499960	0.328200	0.034290
753.600000	753.599980	0.314960	0.019234
753.700000	753.699930	0.315500	0.047173
753.800000	753.799980	0.336290	0.024902
753.900000	753.899990	0.284050	0.023301
754.000000	753.999960	0.371860	0.015416
754.100000	754.099980	0.324900	0.015131
754.200000	754.199960	0.279670	0.015892
754.300000	754.299970	0.301000	0.016581
754.400000	754.399970	0.314960	0.032016
754.500000	754.499990	0.307590	0.021468
754.600000	754.599960	0.257620	0.021593
754.700000	754.699970	0.318690	0.028169
754.800000	754.799990	0.230780	0.012493
754.900000	754.899970	0.251160	0.009850
755.000000	754.999990	0.286690	0.020560
755.100000	755.099980	0.295010	0.028727
755.200000	755.199940	0.317050	0.026866
755.300000	755.299960	0.288940	0.045263
755.400000	755.399980	0.313010	0.013477
755.500000	755.499960	0.296390	0.019976
755.600000	755.599980	0.329510	0.039111
755.700000	755.699950	0.335090	0.016667
755.800000	755.799970	0.298500	0.038606
755.900000	755.899960	0.278750	0.025887
756.000000	756.000010	0.360690	0.026966
756.100000	756.099990	0.335990	0.029060
756.200000	756.199960	0.335570	0.010733
756.300000	756.299990	0.356290	0.011225
756.400000	756.399960	0.345210	0.026970
756.500000	756.499970	0.356240	0.031227
756.600000	756.599980	0.378850	0.025440
756.700000	756.699960	0.250820	0.039411
756.800000	756.799970	0.285740	0.019141
756.900000	756.899950	0.337310	0.025843
757.000000	756.999980	0.292600	0.014236
757.100000	757.099950	0.334160	0.016590
757.200000	757.199970	0.296930	0.010679
757.300000	757.299980	0.275540	0.014523
757.400000	757.399970	0.340850	0.025087
757.500000	757.499980	0.267220	0.011089
757.600000	757.599990	0.326790	0.014265
757.700000	757.699980	0.287660	0.013247
757.800000	757.799950	0.263610	0.009827
757.900000	757.899970	0.319580	0.015894
758.000000	758.000000	0.340830	0.031250
758.100000	758.099980	0.302010	0.023891
758.200000	758.199970	0.298070	0.008129
758.300000	758.299980	0.344390	0.020900
758.400000	758.399940	0.317840	0.017284
758.500000	758.499990	0.328310	0.007602
758.600000	758.599980	0.336080	0.010989
758.700000	758.699950	0.336860	0.025974
758.800000	758.799970	0.253600	0.012649
758.900000	758.899990	0.259240	0.037593
759.000000	758.999940	0.257100	0.018187
759.100000	759.099980	0.243190	0.041018
759.200000	759.199990	0.318620	0.021588
759.300000	759.299960	0.319600	0.015019
759.400000	759.399980	0.335040	0.027531
759.500000	759.499970	0.265810	0.007401
759.600000	759.599990	0.280410	0.015879
759.700000	759.699980	0.276540	0.021458
759.800000	759.799950	0.304050	0.014257
759.900000	759.899970	0.301140	0.019349
760.000000	759.999970	0.261160	0.020765
760.100000	760.099980	0.319830	0.020204
760.200000	760.199970	0.278580	0.021658
760.300000	760.299960	0.265750	0.024360
760.400000	760.399980	0.310800	0.019611
760.500000	760.499980	0.303640	0.016606
760.600000	760.599950	0.270430	0.014494
760.700000	760.699960	0.234920	0.027491
760.800000	760.799990	0.244910	0.012974
760.900000	760.899980	0.247290	0.014214
761.000000	760.999960	0.261270	0.021917
761.100000	761.099990	0.203330	0.013155
761.200000	761.199960	0.245690	0.006456
761.300000	761.299990	0.013800	0.002063
761.400000	761.399960	0.013940	0.001728
761.500000	761.499970	0.015330	0.002806
761.600000	761.599990	0.014230	0.001700
761.700000	761.699970	0.007700	0.002658
761.800000	761.799980	0.010890	0.002260
761.900000	761.899960	0.009570	0.002217
762.000000	761.999980	0.007940	0.002444
762.100000	762.099990	0.009120	0.001896
762.200000	762.199960	0.009470	0.002687
762.300000	762.299980	0.005480	0.000770
762.400000	762.399980	0.009910	0.002833
762.500000	762.499960	0.006420	0.001122
762.600000	762.599990	0.011310	0.001793
762.700000	762.699960	0.006700	0.002722
762.800000	762.799980	0.010940	0.002038
762.900000	762.899980	0.010330	0.002674
763.000000	762.999970	0.010610	0.002736
763.100000	763.099990	0.009200	0.002144
763.200000	763.199960	0.009450	0.001773
763.300000	763.299990	0.009890	0.003197
763.400000	763.399960	0.004970	0.002152
763.500000	763.499980	0.009730	0.002826
763.600000	763.599980	0.005540	0.001241
763.700000	763.699970	0.012570	0.001759
763.800000	763.799980	0.009920	0.001581
763.900000	763.899950	0.006100	0.002356
764.000000	763.999980	0.007580	0.002576
764.100000	764.099990	0.006160	0.002401
764.200000	764.199960	0.010670	0.001928
764.300000	764.299970	0.011860	0.002852
764.400000	764.399970	0.009460	0.001617
764.500000	764.499990	0.012170	0.002366
764.600000	764.599960	0.007240	0.001748
764.700000	764.699970	0.012300	0.003092
764.800000	764.799970	0.011530	0.002000
764.900000	764.899940	0.011010	0.002276
765.000000	764.999960	0.009830	0.003706
765.100000	765.099990	0.004440	0.001579
765.200000	765.199940	0.009240	0.002202
765.300000	765.299960	0.006340	0.002138
765.400000	765.399970	0.008600	0.002628
765.500000	765.499980	0.008380	0.002010
765.600000	765.599980	0.008860	0.002647
765.700000	765.699950	0.005340	0.001345
765.800000	765.799980	0.008010	0.002253
765.900000	765.899970	0.006860	0.002357
766.000000	765.999980	0.007050	0.001679
766.100000	766.099980	0.006080	0.001976
766.200000	766.199950	0.007340	0.001608
766.300000	766.299970	0.015230	0.002115
766.400000	766.399980	0.012580	0.002013
766.500000	766.499980	0.014060	0.002101
766.600000	766.599940	0.013390	0.001395
766.700000	766.699970	0.011420	0.002249
766.800000	766.799970	0.015410	0.001838
766.900000	766.899980	0.016840	0.001872
767.000000	766.999960	0.013820	0.002831
767.100000	767.099990	0.011070	0.001988
767.200000	767.199960	0.014890	0.002668
767.300000	767.299980	0.010230	0.003249
767.400000	767.399950	0.013100	0.001969
767.500000	767.499970	0.010380	0.001891
767.600000	767.599970	0.008900	0.002381
767.700000	767.699980	0.003380	0.001385
767.800000	767.799960	0.008700	0.002550
767.900000	767.899980	0.007370	0.002020
768.000000	767.999990	0.005120	0.003135
768.100000	768.099980	0.013100	0.001260
768.200000	768.199980	0.010600	0.002703
768.300000	768.299980	0.006560	0.002864
768.400000	768.399950	0.013020	0.001297
768.500000	768.499980	0.007740	0.001540
768.600000	768.599960	0.009850	0.002154
768.700000	768.699970	0.006840	0.002691
768.800000	768.799980	0.007310	0.001384
768.900000	768.900000	0.002960	0.001555
769.000000	768.999960	0.005550	0.001688
769.100000	769.099980	0.001760	0.000527
769.200000	769.199960	0.004160	0.001512
769.300000	769.299980	0.002540	0.000772
769.400000	769.399990	0.001410	0.000354
769.500000	769.499950	0.004490	0.001471
769.600000	769.599970	0.002810	0.002051
769.700000	769.699970	0.005720	0.001982
769.800000	769.799970	0.003450	0.001118
769.900000	769.899970	0.001530	0.000374
770.000000	769.999950	0.005920	0.001121
770.100000	770.099980	0.002170	0.000890
770.200000	770.199990	0.005750	0.002174
770.300000	770.299990	0.009400	0.001399
770.400000	770.399980	0.002480	0.001473
770.500000	770.499980	0.005520	0.003352
770.600000	770.599970	0.005400	0.001294
770.700000	770.699980	0.005330	0.001420
770.800000	770.799980	0.003170	0.001002
770.900000	770.899990	0.007190	0.002354
771.000000	770.999960	0.005730	0.002342
771.100000	771.099970	0.004300	0.001930
771.200000	771.199990	0.004580	0.002471
771.300000	771.299980	0.004180	0.002049
771.400000	771.399950	0.004910	0.002134
771.500000	771.499980	0.002990	0.000833
771.600000	771.599980	0.001430	0.000258
771.700000	771.699980	0.002580	0.001482
771.800000	771.799970	0.001840	0.000926
771.900000	771.899990	0.004750	0.001783
772.000000	771.999950	0.001870	0.000732
772.100000	772.099980	0.003710	0.002069
772.200000	772.199950	0.001750	0.000595
772.300000	772.299970	0.001590	0.000463
772.400000	772.399970	0.002540	0.001333
772.500000	772.499940	0.001390	0.000238
772.600000	772.599970	0.001930	0.001117
772.700000	772.699970	0.004010	0.001392
772.800000	772.799980	0.003720	0.000834
772.900000	772.899970	0.002920	0.001294
773.000000	772.999970	0.002840	0.001656
773.100000	773.099990	0.005580	0.001883
773.200000	773.199950	0.002060	0.001264
773.300000	773.299970	0.003880	0.001573
773.400000	773.399970	0.003620	0.001807
773.500000	773.499970	0.004610	0.001588
773.600000	773.599970	0.004990	0.001045
773.700000	773.699980	0.005850	0.002467
773.800000	773.799960	0.006860	0.001919
773.900000	773.899950	0.006300	0.002246
774.000000	773.999980	0.006080	0.002405
774.100000	774.099980	0.003350	0.001452
774.200000	774.199940	0.003620	0.001893
774.300000	774.299980	0.005850	0.001391
774.400000	774.399940	0.007400	0.002074
774.500000	774.499980	0.005290	0.001507
774.600000	774.599990	0.005170	0.001567
774.700000	774.699960	0.007140	0.002914
774.800000	774.799970	0.003920	0.001432
774.900000	774.899990	0.007350	0.001985
775.000000	774.999980	0.008400	0.002179
775.100000	775.099960	0.009240	0.002746
775.200000	775.199960	0.004980	0.002226
775.300000	775.299980	0.006270	0.003788
775.400000	775.399950	0.007150	0.001710
775.500000	775.499980	0.004800	0.001568
775.600000	775.599970	0.003870	0.001850
775.700000	775.699960	0.006300	0.001222
775.800000	775.799970	0.007370	0.002272
775.900000	775.899940	0.005690	0.001579
776.000000	775.999970	0.005040	0.001546
776.100000	776.099990	0.004910	0.002307
776.200000	776.199980	0.008100	0.001004
776.300000	776.299950	0.007410	0.002695
776.400000	776.399980	0.008200	0.001812
776.500000	776.499980	0.002340	0.000495
776.600000	776.599970	0.003070	0.001191
776.700000	776.699980	0.006660	0.001768
776.800000	776.799990	0.003040	0.001318
776.900000	776.899960	0.003390	0.002085
777.000000	776.999970	0.004140	0.001238
777.100000	777.099980	0.007090	0.001492
777.200000	777.199970	0.005480	0.001971
777.300000	777.299930	0.003320	0.001708
777.400000	777.399970	0.003740	0.002478
777.500000	777.499970	0.002350	0.001338
777.600000	777.599950	0.002420	0.001150
777.700000	777.699970	0.005000	0.001762
777.800000	777.799990	0.004440	0.002291
777.900000	777.899970	0.005510	0.001596
778.000000	777.999970	0.003950	0.001813
778.100000	778.099980	0.004400	0.001098
778.200000	778.199960	0.003520	0.000824
778.300000	778.299960	0.010460	0.002917
778.400000	778.399980	0.002720	0.001671
778.500000	778.499990	0.003600	0.002187
778.600000	778.599990	0.006950	0.002532
778.700000	778.699970	0.004770	0.001279
778.800000	778.799970	0.002240	0.000902
778.900000	778.899950	0.002400	0.001360
779.000000	778.999980	0.003220	0.001535
779.100000	779.099970	0.002780	0.001533
779.200000	779.199960	0.002910	0.001449
779.300000	779.299970	0.001680	0.000764
779.400000	779.399940	0.001480	0.000487
779.500000	779.499970	0.003420	0.001564
779.600000	779.599990	0.003670	0.001924
779.700000	779.699980	0.003230	0.001530
779.800000	779.799980	0.001630	0.000327
779.900000	779.899980	0.002780	0.001392
780.000000	779.999960	0.002430	0.001394
780.100000	780.099960	0.004160	0.001818
780.200000	780.199990	0.007020	0.001293
780.300000	780.299950	0.004640	0.001246
780.400000	780.399970	0.003450	0.001647
780.500000	780.499940	0.004740	0.000914
780.600000	780.599960	0.001770	0.000855
780.700000	780.699960	0.002370	0.001342
780.800000	780.799970	0.002810	0.000778
780.900000	780.899980	0.003470	0.001515
781.000000	780.999960	0.005560	0.001287
781.100000	781.099980	0.002820	0.001269
781.200000	781.199940	0.001880	0.000868
781.300000	781.299950	0.004430	0.002737
781.400000	781.399980	0.003550	0.002018
781.500000	781.499980	0.002350	0.001064
781.600000	781.599990	0.002990	0.001214
781.700000	781.699960	0.004790	0.002794
781.800000	781.799980	0.003690	0.001335
781.900000	781.899990	0.002780	0.001896
782.000000	782.000000	0.006120	0.001686
782.100000	782.099990	0.002670	0.000886
782.200000	782.199960	0.005150	0.001200
782.300000	782.299980	0.002540	0.001286
782.400000	782.399970	0.005690	0.001436
782.500000	782.499950	0.002470	0.001242
782.600000	782.599970	0.004550	0.001431
782.700000	782.699970	0.005700	0.002114
782.800000	782.799980	0.004230	0.001152
782.900000	782.899940	0.007590	0.001725
783.000000	782.999980	0.003980	0.000600
783.100000	783.099990	0.010630	0.002134
783.200000	783.199970	0.004260	0.001516
783.300000	783.299970	0.005730	0.002378
783.400000	783.399990	0.004900	0.001508
783.500000	783.499960	0.001540	0.000608
783.600000	783.599980	0.004870	0.002117
783.700000	783.699970	0.003750	0.001976
